"","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre"
"1192",1191,11.98,1,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones",84079,4.8,"James Clear","Hardcover",2021,"Non Fiction"
"1193",1192,12.52,2,"American Marxism",34627,4.8,"Mark R. Levin","Hardcover",2021,"Non Fiction"
"1194",1193,7.74,3,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2021,"Non Fiction"
"1195",1194,4.14,4,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2021,"Fiction"
"1196",1195,11.4,5,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2021,"Non Fiction"
"1197",1196,4.31,6,"I Love You to the Moon and Back",60075,4.9,"Amelia Hepworth","Board book",2021,"Non Fiction"
"1198",1197,9.99,7,"It Ends with Us: A Novel (1)",169014,4.7,"Colleen Hoover","Paperback",2021,"Fiction"
"1199",1198,10.35,8,"The Boy, the Mole, the Fox and the Horse",108231,4.8,"Charlie Mackesy","Hardcover",2021,"Fiction"
"1200",1199,4.93,9,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2021,"Fiction"
"1201",1200,4.07,10,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",77319,4.8,"Crystal Radke","Paperback",2021,"Non Fiction"
"1202",1201,13.29,11,"The Midnight Library: A Novel",199570,4.3,"Matt Haig","Hardcover",2021,"Fiction"
"1203",1202,13.79,12,"The Four Winds: A Novel",121007,4.5,"Kristin Hannah","Hardcover",2021,"Fiction"
"1204",1203,6.62,13,"Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10)",22723,4.9,"Dav Pilkey","Hardcover",2021,"Fiction"
"1205",1204,13.08,14,"The Last Thing He Told Me: A Novel",113167,4.3,"Laura Dave","Hardcover",2021,"Fiction"
"1206",1205,7.49,15,"Big Shot Diary of a Wimpy Kid Book 16",20445,4.9,"Jeff Kinney","Hardcover",2021,"Fiction"
"1207",1206,19.42,16,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Childrenâ€™s Health Defense)",21151,4.8,"Robert F. Kennedy Jr.","Hardcover",2021,"Non Fiction"
"1208",1207,9.42,17,"The Seven Husbands of Evelyn Hugo: A Novel",125004,4.6,"Taylor Jenkins Reid","Paperback",2021,"Fiction"
"1209",1208,11.6,18,"The 48 Laws of Power",52408,4.7,"Robert Greene","Paperback",2021,"Non Fiction"
"1210",1209,8.48,19,"Oh, the Places You'll Go!Â Â ",42848,4.9,"Dr. Seuss","Hardcover",2021,"Fiction"
"1211",1210,4.55,20,"Brown Bear, Brown Bear, What Do You See?",47472,4.9,"Bill Martin Jr.","Board book",2021,"Fiction"
"1212",1211,11.88,21,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Paperback",2021,"Non Fiction"
"1213",1212,7.57,22,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2021,"Non Fiction"
"1214",1213,6.99,23,"Burn After Writing (Pink)",78273,4.6,"Sharon Jones","Paperback",2021,"Non Fiction"
"1215",1214,7.48,24,"1984",72441,4.7,"George Orwell","Mass Market Paperback",2021,"Fiction"
"1216",1215,14.02,25,"Peril",20535,4.6,"Bob Woodward","Hardcover",2021,"Non Fiction"
"1217",1216,14.89,26,"Untamed",53688,4.6,"Glennon Doyle","Hardcover",2021,"Non Fiction"
"1218",1217,12.01,27,"Dune (Dune Chronicles, Book 1)",64912,4.7,"Frank Herbert","Paperback",2021,"Fiction"
"1219",1218,16.77,28,"My First Library : Boxset of 10 Board Books for Kids",62733,4.6,"Wonder House Books","Board book",2021,"Non Fiction"
"1220",1219,17.78,29,"Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience",15148,4.8,"Brené Brown","Hardcover",2021,"Non Fiction"
"1221",1220,10.34,30,"The Song of Achilles: A Novel",53798,4.7,"Madeline Miller","Paperback",2021,"Fiction"
"1222",1221,8.72,31,"The Hill We Climb: An Inaugural Poem for the Country",15565,4.9,"Amanda Gorman","Hardcover",2021,"Non Fiction"
"1223",1222,15.35,32,"Greenlights",59400,4.7,"Matthew McConaughey","Hardcover",2021,"Non Fiction"
"1224",1223,8.99,33,"Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals",36007,4.8,"Karen Frazier","Paperback",2021,"Non Fiction"
"1225",1224,17.99,34,"The Storyteller: Tales of Life and Music",26999,4.8,"Dave Grohl","Hardcover",2021,"Non Fiction"
"1226",1225,13.29,35,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2021,"Fiction"
"1227",1226,5.99,36,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2021,"Non Fiction"
"1228",1227,6.99,37,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091,4.8,"Hopscotch Girls","Paperback",2021,"Non Fiction"
"1229",1228,14.35,38,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2021,"Non Fiction"
"1230",1229,8.37,39,"They Both Die at the End",32356,4.6,"Adam Silvera","Paperback",2021,"Fiction"
"1231",1230,14.34,40,"Caste (Oprah's Book Club): The Origins of Our Discontents",40983,4.8,"Isabel Wilkerson","Hardcover",2021,"Non Fiction"
"1232",1231,5.23,41,"How to Catch a Mermaid",29836,4.8,"Adam Wallace","Hardcover",2021,"Fiction"
"1233",1232,13.58,42,"Call Us What We Carry: Poems",4525,4.8,"Amanda Gorman","Hardcover",2021,"Non Fiction"
"1234",1233,5.98,43,"We Were Liars",42287,4.5,"E. Lockhart","Paperback",2021,"Fiction"
"1235",1234,18,44,"Go Tell the Bees That I Am Gone: A Novel (Outlander)",54522,4.7,"Diana Gabaldon","Hardcover",2021,"Fiction"
"1236",1235,10.62,45,"Grumpy Monkey",22884,4.8,"Suzanne Lang","Hardcover",2021,"Fiction"
"1237",1236,9.59,46,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",16024,4.7,"Megan Logan MSW  LCSW","Paperback",2021,"Non Fiction"
"1238",1237,24,47,"Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association",28579,4.8,"American Psychological Association","Paperback",2021,"Non Fiction"
"1239",1238,7.2,48,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!",21490,4.8,"Workman Publishing","Paperback",2021,"Non Fiction"
"1240",1239,10.5,49,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2021,"Non Fiction"
"1241",1240,8.55,50,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2021,"Fiction"
"1242",1241,17.49,51,"The Lincoln Highway: A Novel",65403,4.4,"Amor Towles","Hardcover",2021,"Non Fiction"
"1243",1242,9.98,52,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Paperback",2021,"Fiction"
"1244",1243,8.99,53,"Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)",28770,4.7,"Monica Sweeney","Paperback",2021,"Non Fiction"
"1245",1244,5.36,54,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2021,"Fiction"
"1246",1245,11,55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363,4.8,"Mary Pope Osborne","Paperback",2021,"Fiction"
"1247",1246,5,56,"Where's Spot?",30989,4.9,"Eric Hill","Board book",2021,"Fiction"
"1248",1247,10.9,57,"Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users",37006,4.4,"Jenson William","Paperback",2021,"Non Fiction"
"1249",1248,4.98,58,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2021,"Fiction"
"1250",1249,5.22,59,"How to Catch a Unicorn",32100,4.8,"Adam Wallace","Hardcover",2021,"Fiction"
"1251",1250,4.59,60,"Chicka Chicka Boom Boom (Board Book)",33791,4.9,"Bill Martin Jr.","Board book",2021,"Non Fiction"
"1252",1251,2.88,61,"Flash Cards: Sight Words",20825,4.8,"Scholastic Teacher Resources","Cards",2021,"Non Fiction"
"1253",1252,14.49,62,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",12144,4.7,"Oprah Winfrey","Hardcover",2021,"Non Fiction"
"1254",1253,5.99,63,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",28840,4.6,"M Prefontaine","Paperback",2021,"Non Fiction"
"1255",1254,16.46,64,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",11486,4.8,"Dr. Nicole LePera","Hardcover",2021,"Non Fiction"
"1256",1255,9.31,65,"Change Sings: A Children's Anthem",4710,4.9,"Amanda Gorman","Hardcover",2021,"Non Fiction"
"1257",1256,16.75,66,"Think Again: The Power of Knowing What You Don't Know",12028,4.6,"Adam Grant","Hardcover",2021,"Non Fiction"
"1258",1257,13.55,67,"Keep Sharp: Build a Better Brain at Any Age",11033,4.7,"Sanjay Gupta M.D.","Hardcover",2021,"Non Fiction"
"1259",1258,9.42,68,"The Screaming Goat (Book & Figure)",30143,4.7,"Running Press ","Paperback",2021,NA
"1260",1259,14.95,69,"The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today",12288,4.8,"Shannon Bream","Hardcover",2021,"Non Fiction"
"1261",1260,5.99,70,"The Big Book of Silly Jokes for Kids",20572,4.7,"Carole P. Roman","Paperback",2021,"Non Fiction"
"1262",1261,18.8,71,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians)",36276,4.9,"Rick Riordan","Paperback",2021,"Fiction"
"1263",1262,14.57,72,"The Invisible Life of Addie LaRue",57314,4.5,"V. E. Schwab","Hardcover",2021,"Fiction"
"1264",1263,17.32,73,"Project Hail Mary: A Novel",85206,4.7,"Andy Weir","Hardcover",2021,"Fiction"
"1265",1264,4.99,74,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2021,"Non Fiction"
"1266",1265,12.7,75,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2021,"Non Fiction"
"1267",1266,17.4,76,"Verity",163818,4.6,"Colleen Hoover","Paperback",2021,"Fiction"
"1268",1267,38.86,77,"Harry Potter Paperback Box Set (Books 1-7)",91629,4.9,"J. K. Rowling","Paperback",2021,"Fiction"
"1269",1268,7.19,78,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2021,"Fiction"
"1270",1269,9.98,79,"People We Meet on Vacation",46725,4.3,"Emily Henry","Paperback",2021,"Fiction"
"1271",1270,13.55,80,"The Judge's List: A Novel (The Whistler)",69642,4.5,"John Grisham","Hardcover",2021,"Non Fiction"
"1272",1271,18.14,81,"12 Rules for Life: An Antidote to Chaos",58074,4.8,"Jordan B. Peterson","Hardcover",2021,"Non Fiction"
"1273",1272,11.99,82,"Man's Search for Meaning",53306,4.7,"Viktor E. Frankl","Paperback",2021,"Non Fiction"
"1274",1273,7.03,83,"It's Not Easy Being a Bunny (Beginner Books(R))",16885,4.8,"Marilyn Sadler","Hardcover",2021,"Fiction"
"1275",1274,14.29,84,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing",39269,4.7,"Benjamin Graham","Paperback",2021,"Non Fiction"
"1276",1275,10.4,85,"Ugly Love: A Novel",82155,4.7,"Colleen Hoover","Paperback",2021,"Fiction"
"1277",1276,17.93,86,"Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER",13892,4.9,"Joshua Weissman","Hardcover",2021,"Non Fiction"
"1278",1277,9.49,87,"The Outsiders",30584,4.8,"S. E. Hinton","Paperback",2021,"Fiction"
"1279",1278,7.51,88,"The Power of Now: A Guide to Spiritual Enlightenment",42799,4.7,"Eckhart Tolle","Paperback",2021,"Non Fiction"
"1280",1279,26.47,89,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",21311,4.9,"Dr. Seuss","Hardcover",2021,"Non Fiction"
"1281",1280,16.59,90,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2021,"Non Fiction"
"1282",1281,11.94,91,"The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks)",30581,4.7,"Jeffrey Eisner","Paperback",2021,"Non Fiction"
"1283",1282,12.32,92,"The Vanishing Half: A Novel",96412,4.4,"Brit Bennett","Hardcover",2021,"Fiction"
"1284",1283,16.53,93,"A Promised Land",125017,4.9,"Barack Obama","Hardcover",2021,"Non Fiction"
"1285",1284,11.89,94,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169,4.8,"Adir Levy","Hardcover",2021,"Fiction"
"1286",1285,13.4,95,"The Wish",35292,4.7,"Nicholas Sparks","Hardcover",2021,"Fiction"
"1287",1286,16.69,96,"Will",21401,4.8,"Will Smith","Hardcover",2021,"Non Fiction"
"1288",1287,7.49,97,"Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series)",79872,4.7,"Napoleon Hill","Paperback",2021,"Non Fiction"
"1289",1288,8.95,98,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2021,"Fiction"
"1290",1289,7.59,99,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",7246,4.8,"Doctor Joseph Mercola","Hardcover",2021,"Non Fiction"
"1291",1290,13.29,100,"First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers",27332,4.7,"Deborah Schecter","Paperback",2021,"Non Fiction"
